"Labeled Data","Final Label","Dataset Name"
"I lead a small group of other interns for completing a project based upon developing a heat map for Statistical Process Control all over the machining area of plant, for the upcoming automotive audit of plant. 
","STC","Student"
"I led an information session on being global exchange in engineering.","NA","Student"
"I led our team in hiring and training 5 new staff members, as well as moving 3 members up to management positions.","STC","Student"
"I led the PEER Talks event by completely planning it and delegating responsibilities.","TC","Student"
"I led the project development that relates to testing the input and output ports of the instant control board.","NA","Student"
"I made a brand identity guideline for the Immersive Space at the Watt Center.","NA","Student"
"I observed a lot of advising sessions that the coordinators held for students going on different study abroad programs.","NA","Student"
"I observed them from my onsite Supervisor Bill.","NA","Student"
"I often feel this is the area for improvement.","NA","Mentor"
"I often planned how we would organize an event an offer that idea.","NA","Student"
"I often times observed clinicians taking a leadership position.","NA","Student"
"I only pick this because we do not put her in charge of others (in our current setup, we really can't) so I don't think our internship has allowed her to improve in this way.
","NA","Mentor"
"I organized meetings with the other global departments to discuss ways and strategies to achieve the common goal, improve recruitment for going abroad.
","IDK","Student"
"I participated on a project that would make product storage more efficient.","NA","Student"
"I picked this one, because I had to pick one in order to submit the form.","NA","Mentor"
"I planned and conducted a class on manners/etiquette to a youth 4-H club, in which they had to be very involved and engage in activities. ","STF","Student"
"I really do not see Erin as lacking in leadership, but Leadership was probably the least displayed trait (not even by her own fault, but at the fault of my design of the program).
","NA","Mentor"
"I really don't have much to complain about with Emilie.","NA","Mentor"
"I requested a meeting with the other recycling interns to discuss the importance of metrics, and earned media.","IDK","Student"
