"Labeled Data","Final Label","Dataset Name"
"For instance, when installing the first tv monitor it wouldn't mount to the wall well and as a team we solved it together.","STF","Student"
"My mentor recognized my skills and Interest in SIE role and encouraged me to take more responsibilities in Supplier Quality Field than Purchasing field.","STF","Student"
"My work got nominated to be presented at Tuscan intern conference where only few interns get the chance to present there.
","NA","Student"
"Myself and another lab member are working on different projects, but the method of going about them is the same.","NA","Student"
"Great on operating about everything especially heavy equipment, and watching behind it to make sure its not destroying any turf.","NA","Mentor"
"As previously mentioned, I became a bit of a poster child for Give Day.","IDK","Student"
"Good motivator.","STF","Mentor"
"Brandon is punctual and on time 30 minutes early each day.","NA","Mentor"
"Brandon can make decisions on his own without much guidance.","NA","Mentor"
"Brandon takes on any task assigned to him with enthusiasm and completes it with great precision.
","NA","Mentor"
"Through the discussion of our varying ideas, we came up with a plan to meet our common goals as a department.
","STF","Student"
"A speaker then came to talk to the group about how their individual skill sets can be used to make a difference in the community.","TF","Student"
"Nearly every day my mentor and I discussed different points of views on our website.","NA","Student"
